city,state_id,state_name,lat,lng,population,id
Dallas Center,IA,Iowa,41.6854,-93.9816,1776,1840007052
Orchard Grass Hills,KY,Kentucky,38.3234,-85.5236,1775,1840030806
Folsom,NJ,New Jersey,39.5928,-74.8424,1775,1840003799
Port Carbon,PA,Pennsylvania,40.6969,-76.1666,1775,1840002773
Milan,MO,Missouri,40.2031,-93.124,1775,1840008361
Marion,KS,Kansas,38.355,-97.0087,1775,1840003843
Allentown,NJ,New Jersey,40.1777,-74.5873,1775,1840003683
Wabasso Beach,FL,Florida,27.7569,-80.3991,1775,1840014161
Sardis City,AL,Alabama,34.1749,-86.1125,1775,1840017967
Morgantown,MS,Mississippi,31.5751,-91.3521,1774,1840139473
Lake City,TN,Tennessee,36.2242,-84.1547,1774,1840145968
Big Lake,WA,Washington,48.3933,-122.2422,1774,1840017313
Bagdad,AZ,Arizona,34.5771,-113.1771,1774,1840017845
Zolfo Springs,FL,Florida,27.4926,-81.7869,1773,1840017249
Glencoe,FL,Florida,29.0005,-80.9604,1773,1840014041
Ravensdale,WA,Washington,47.3563,-121.9692,1773,1840018412
Sabana Hoyos,PR,Puerto Rico,18.4281,-66.6117,1772,1630035568
Loretto,TN,Tennessee,35.0794,-87.4402,1771,1840015440
Lagunitas-Forest Knolls,CA,California,38.018,-122.6914,1771,1840074238
Stinnett,TX,Texas,35.8231,-101.4436,1770,1840021703
Forsyth,MT,Montana,46.2669,-106.6748,1770,1840019879
Southport,IN,Indiana,39.66,-86.1171,1770,1840009529
Humboldt,KS,Kansas,37.8119,-95.437,1769,1840001680
Kiawah Island,SC,South Carolina,32.6159,-80.0607,1769,1840017282
Fort Denaud,FL,Florida,26.7404,-81.5241,1769,1840038865
Duson,LA,Louisiana,30.2364,-92.193,1768,1840017201
South Taft,CA,California,35.1293,-119.4575,1768,1840019130
Cannon Beach,OR,Oregon,45.8884,-123.9602,1768,1840018505
Marlette,MI,Michigan,43.3268,-83.0807,1767,1840002701
Mountain Lodge Park,NY,New York,41.3862,-74.1389,1765,1840026299
Sea Girt,NJ,New Jersey,40.1308,-74.0358,1765,1840001362
Camden,AL,Alabama,32.0007,-87.2967,1765,1840001060
Mechanicsville,MD,Maryland,38.4355,-76.7424,1765,1840026743
WaKeeney,KS,Kansas,39.0234,-99.8814,1764,1840010705
Lattingtown,NY,New York,40.8922,-73.5966,1764,1840005301
McCleary,WA,Washington,47.0584,-123.2722,1764,1840019846
Shamrock,TX,Texas,35.2153,-100.2461,1764,1840021758
Shannon,MS,Mississippi,34.1144,-88.6931,1763,1840017943
Port Edwards,WI,Wisconsin,44.3484,-89.854,1763,1840002340
Woodville,CA,California,36.0898,-119.205,1763,1840019041
Boronda,CA,California,36.6947,-121.6745,1763,1840028335
Stony Point,MI,Michigan,41.9448,-83.273,1762,1840006578
Olivet,MI,Michigan,42.444,-84.9246,1762,1840003105
Silver Bay,MN,Minnesota,47.294,-91.278,1762,1840008824
Slater,MO,Missouri,39.2227,-93.065,1762,1840009613
Anna Maria,FL,Florida,27.5297,-82.7339,1762,1840014171
Pine Grove,CA,California,38.4074,-120.6606,1762,1840024637
North Newton,KS,Kansas,38.0767,-97.3475,1762,1840008675
Santa Clara,NM,New Mexico,32.7773,-108.154,1761,1840023010
Weyauwega,WI,Wisconsin,44.324,-88.9332,1761,1840002354
Katonah,NY,New York,41.2559,-73.6856,1761,1840024179
Surgoinsville,TN,Tennessee,36.4745,-82.8594,1760,1840016026
Danbury,TX,Texas,29.2274,-95.3461,1760,1840019675
Belleville,PA,Pennsylvania,40.606,-77.721,1760,1840005368
Lincoln Park,PA,Pennsylvania,40.3147,-75.9886,1760,1840035063
Butler,GA,Georgia,32.557,-84.2377,1759,1840013809
Luther,OK,Oklahoma,35.668,-97.1905,1759,1840021748
Elkhart,KS,Kansas,37.0038,-101.8944,1758,1840008759
Pomeroy,OH,Ohio,39.0292,-82.034,1757,1840012746
East Pittsburgh,PA,Pennsylvania,40.3969,-79.8382,1757,1840001226
Palmyra,WI,Wisconsin,42.8811,-88.6,1757,1840003005
Salem,NC,North Carolina,35.6997,-81.7004,1757,1840013392
South Dos Palos,CA,California,36.9707,-120.6467,1756,1840018931
Dover Beaches North,NJ,New Jersey,39.9921,-74.0715,1756,1840005528
Morovis,PR,Puerto Rico,18.3269,-66.4058,1755,1630035526
Lorena,TX,Texas,31.3818,-97.2127,1755,1840020811
Lake Camelot,IL,Illinois,40.6341,-89.7509,1755,1840029900
Río Blanco,PR,Puerto Rico,18.2123,-65.793,1755,1630023707
Questa,NM,New Mexico,36.7114,-105.5935,1755,1840022639
Bourbon,IN,Indiana,41.2993,-86.1167,1754,1840009299
Cooperstown,NY,New York,42.6996,-74.93,1754,1840004460
Jeffersonville,KY,Kentucky,37.9659,-83.832,1753,1840014320
Wright,WY,Wyoming,43.7484,-105.4963,1753,1840022344
Langdon,ND,North Dakota,48.7624,-98.3747,1752,1840000027
Bellwood,PA,Pennsylvania,40.6009,-78.3343,1751,1840001081
Pine Mountain Club,CA,California,34.8446,-119.1669,1751,1840028071
Tri-Lakes,IN,Indiana,41.2507,-85.4433,1750,1840005007
Central Square,NY,New York,43.286,-76.1419,1750,1840004197
Farley,IA,Iowa,42.4437,-91.0092,1750,1840008046
Rafter J Ranch,WY,Wyoming,43.4317,-110.7922,1750,1840038440
Gallatin,MO,Missouri,39.9106,-93.9642,1749,1840008391
Randolph,WI,Wisconsin,43.5396,-89.0029,1747,1840002744
Catlettsburg,KY,Kentucky,38.4189,-82.6024,1747,1840014288
Lewisburg,OH,Ohio,39.8508,-84.5434,1746,1840012494
Calico Rock,AR,Arkansas,36.1399,-92.1337,1746,1840013352
Elberta,AL,Alabama,30.3855,-87.5888,1746,1840017125
Los Molinos,CA,California,40.027,-122.0981,1746,1840017505
Monon,IN,Indiana,40.8642,-86.8786,1745,1840009380
Ocean Park,WA,Washington,46.4961,-124.0443,1745,1840018468
Davenport,WA,Washington,47.655,-118.1519,1744,1840018404
Upper Brookville,NY,New York,40.8475,-73.5628,1744,1840005330
Elizabeth Lake,CA,California,34.659,-118.3783,1744,1840075741
Osakis,MN,Minnesota,45.8649,-95.1524,1744,1840008871
Mio,MI,Michigan,44.6605,-84.1418,1743,1840004075
Baden,MD,Maryland,38.6719,-76.7428,1743,1840024540
Middleport,NY,New York,43.2117,-78.4757,1743,1840004273
Unionville,MO,Missouri,40.4757,-93.0044,1742,1840010410
Detroit Beach,MI,Michigan,41.9313,-83.3292,1742,1840006580
Hampton,IL,Illinois,41.5555,-90.4047,1742,1840011437
Ko Olina,HI,Hawaii,21.3379,-158.1188,1742,1840039182
Fort Washakie,WY,Wyoming,43.0069,-108.9205,1741,1840017436
City View,SC,South Carolina,34.862,-82.4249,1741,1840013496
Fontana-on-Geneva Lake,WI,Wisconsin,42.5453,-88.5702,1741,1840033457
Pikeville,TN,Tennessee,35.6027,-85.1984,1741,1840014532
Forest City,PA,Pennsylvania,41.6521,-75.4691,1741,1840003318
Bradley,WV,West Virginia,37.8675,-81.2046,1741,1840006345
South Whitley,IN,Indiana,41.0838,-85.6278,1741,1840010291
Fall River,WI,Wisconsin,43.3856,-89.0456,1741,1840002706
Oakley,UT,Utah,40.7257,-111.2788,1740,1840020139
Lacon,IL,Illinois,41.0228,-89.4062,1739,1840008279
Elkland,PA,Pennsylvania,41.989,-77.314,1739,1840003297
Le Grand,CA,California,37.2288,-120.254,1739,1840017627
Grove Hill,AL,Alabama,31.7006,-87.7748,1738,1840005924
Monroe North,WA,Washington,47.8828,-121.9885,1738,1840042006
Gruetli-Laager,TN,Tennessee,35.3725,-85.6375,1738,1840013441
Honey Grove,TX,Texas,33.5866,-95.909,1737,1840020596
Buna,TX,Texas,30.4458,-93.9625,1737,1840018197
Huachuca City,AZ,Arizona,31.6308,-110.3422,1736,1840022106
Vázquez,PR,Puerto Rico,18.0688,-66.2339,1736,1630023631
Baldwinville,MA,Massachusetts,42.6049,-72.0771,1736,1840003142
Toquerville,UT,Utah,37.2666,-113.2951,1735,1840022560
Itasca,TX,Texas,32.1586,-97.1478,1733,1840019508
Eaton,IN,Indiana,40.3218,-85.3591,1733,1840010459
Louisa,VA,Virginia,38.0212,-77.9985,1733,1840006312
Stafford,OR,Oregon,45.3786,-122.6823,1733,1840023910
Nissequogue,NY,New York,40.9023,-73.1923,1732,1840005124
Plentywood,MT,Montana,48.7761,-104.5574,1732,1840019767
Wanchese,NC,North Carolina,35.8396,-75.6379,1732,1840013370
Rector,AR,Arkansas,36.2642,-90.2935,1732,1840014459
Decatur,MI,Michigan,42.1075,-85.9746,1732,1840011206
Pine Bush,NY,New York,41.6094,-74.2966,1732,1840004860
Baiting Hollow,NY,New York,40.9645,-72.7402,1731,1840005016
McEwen,TN,Tennessee,36.1099,-87.6355,1731,1840015330
Ben Avon,PA,Pennsylvania,40.5058,-80.0814,1731,1840001204
West Pasco,WA,Washington,46.2497,-119.1683,1731,1840037891
Makaha Valley,HI,Hawaii,21.4842,-158.1854,1731,1840029585
Whitwell,TN,Tennessee,35.1918,-85.5212,1730,1840015472
El Tumbao,PR,Puerto Rico,18.0015,-66.8996,1730,1630027032
Pineville,KY,Kentucky,36.7537,-83.7087,1730,1840014407
Oberlin,LA,Louisiana,30.607,-92.7724,1730,1840017168
Hampden-Sydney,VA,Virginia,37.2416,-78.4693,1729,1840037380
Estell Manor,NJ,New Jersey,39.3587,-74.7752,1729,1840003796
Kirkland,IL,Illinois,42.0905,-88.8491,1729,1840011336
Mont Alto,PA,Pennsylvania,39.8404,-77.5555,1729,1840001413
Cherryville,PA,Pennsylvania,40.7549,-75.5309,1729,1840034901
Pierce,NE,Nebraska,42.199,-97.5284,1728,1840009135
Bridgeport,OH,Ohio,40.0673,-80.7473,1728,1840010516
Stella,PR,Puerto Rico,18.3235,-67.2462,1728,1630023615
Stuart,IA,Iowa,41.5003,-94.3187,1728,1840009296
Toro Canyon,CA,California,34.4235,-119.5568,1728,1840028353
Lillian,AL,Alabama,30.4122,-87.432,1728,1840025228
Lester Prairie,MN,Minnesota,44.8829,-94.0374,1728,1840007846
Lowry Crossing,TX,Texas,33.171,-96.5444,1727,1840020655
Merritt Park,NY,New York,41.5385,-73.8724,1727,1840040260
Harpersville,AL,Alabama,33.3184,-86.4287,1727,1840016847
Sandy Valley,NV,Nevada,35.8423,-115.6304,1727,1840019026
Westover,AL,Alabama,33.3685,-86.5346,1726,1840016849
Webster,SD,South Dakota,45.3366,-97.5218,1726,1840001555
South Willard,UT,Utah,41.3583,-112.0408,1726,1840037248
Lost Hills,CA,California,35.6254,-119.6789,1726,1840017814
Fredericksburg,PA,Pennsylvania,40.4441,-76.4377,1726,1840005430
Town Line,NY,New York,42.8858,-78.561,1726,1840004382
Coal City,WV,West Virginia,37.6776,-81.218,1725,1840038232
Manitou Beach-Devils Lake,MI,Michigan,41.9756,-84.2862,1724,1840073765
Amity,OR,Oregon,45.1155,-123.2034,1724,1840018572
Crested Butte,CO,Colorado,38.8675,-106.9772,1723,1840021464
Dravosburg,PA,Pennsylvania,40.3509,-79.8906,1723,1840001223
Chenoa,IL,Illinois,40.7389,-88.7259,1723,1840007206
Akron,CO,Colorado,40.1635,-103.2202,1723,1840021415
Sparta,NC,North Carolina,36.5034,-81.1217,1723,1840017700
Las Maravillas,NM,New Mexico,34.734,-106.669,1723,1840033726
Lamar,AR,Arkansas,35.4436,-93.3951,1722,1840014535
Ragland,AL,Alabama,33.7469,-86.1384,1722,1840017994
Wesson,MS,Mississippi,31.7,-90.396,1722,1840017047
Deshler,OH,Ohio,41.2075,-83.9056,1721,1840011606
Pennington Gap,VA,Virginia,36.7594,-83.03,1721,1840006535
Butler,AL,Alabama,32.0965,-88.2108,1721,1840015823
Whitewright,TX,Texas,33.5108,-96.3955,1721,1840022936
Lewisville,WA,Washington,45.8128,-122.5143,1721,1840037855
Warrenton,GA,Georgia,33.4067,-82.6653,1720,1840015710
Reynolds Heights,PA,Pennsylvania,41.3432,-80.4033,1720,1840026316
Holley,FL,Florida,30.454,-86.9036,1720,1840027015
Greenvale,NY,New York,40.8118,-73.6262,1718,1840005261
Prairie City,IA,Iowa,41.5954,-93.2393,1718,1840009224
Prudhoe Bay,AK,Alaska,70.3128,-148.6955,1718,1840023478
Trumansburg,NY,New York,42.541,-76.6618,1717,1840004545
Peebles,OH,Ohio,38.9463,-83.4094,1717,1840012770
Sun Prairie,MT,Montana,47.5386,-111.4919,1717,1840136955
Meridian Hills,IN,Indiana,39.8874,-86.1567,1715,1840009533
Armada,MI,Michigan,42.8424,-82.8832,1715,1840011049
Moweaqua,IL,Illinois,39.6265,-89.0187,1714,1840012589
Stonewood,WV,West Virginia,39.2501,-80.3055,1714,1840005770
East Palatka,FL,Florida,29.6502,-81.5998,1713,1840013115
Redwood Valley,CA,California,39.269,-123.2023,1713,1840026602
Frewsburg,NY,New York,42.0576,-79.1482,1713,1840004563
Stockton,IL,Illinois,42.3526,-90.0019,1712,1840011109
Zeigler,IL,Illinois,37.9067,-89.0521,1712,1840010834
North Judson,IN,Indiana,41.2161,-86.7769,1712,1840009310
Chadbourn,NC,North Carolina,34.3251,-78.825,1711,1840016663
Maroa,IL,Illinois,40.0366,-88.9561,1711,1840008397
Industry,PA,Pennsylvania,40.6595,-80.4115,1711,1840003586
Roanoke,IN,Indiana,40.9639,-85.3761,1710,1840010340
Choteau,MT,Montana,47.8137,-112.1794,1710,1840018391
Duchesne,UT,Utah,40.1753,-110.394,1710,1840018751
Evans City,PA,Pennsylvania,40.7685,-80.0584,1710,1840000864
Westlake,TX,Texas,32.981,-97.2038,1709,1840022994
Hughes Springs,TX,Texas,32.9987,-94.631,1709,1840020678
Bear Creek,FL,Florida,27.7542,-82.7285,1709,1840038846
Tekamah,NE,Nebraska,41.778,-96.2247,1708,1840003263
Nanawale Estates,HI,Hawaii,19.5042,-154.9117,1707,1840029574
Bessemer,MI,Michigan,46.4775,-90.0498,1707,1840001941
Clinton,NY,New York,43.0488,-75.3785,1707,1840004223
Bartonsville,MD,Maryland,39.3866,-77.3434,1707,1840024449
Syracuse,KS,Kansas,37.9619,-101.7782,1706,1840009756
Keeler Farm,NM,New Mexico,32.3161,-107.7602,1706,1840040084
Shamokin Dam,PA,Pennsylvania,40.8547,-76.8231,1706,1840002800
Biola,CA,California,36.8006,-120.0199,1705,1840017629
Whiting,WI,Wisconsin,44.4907,-89.56,1705,1840002321
Bridgeport,IL,Illinois,38.7095,-87.759,1705,1840006131
Montverde,FL,Florida,28.5971,-81.6787,1705,1840017230
Decatur,MS,Mississippi,32.4339,-89.1092,1705,1840016988
Ridgeville,SC,South Carolina,33.09,-80.3071,1705,1840018041
Sorrento,LA,Louisiana,30.1828,-90.8674,1704,1840018244
Kayak Point,WA,Washington,48.1387,-122.3342,1704,1840041938
Meadowlakes,TX,Texas,30.5639,-98.2954,1703,1840020871
Warsaw,KY,Kentucky,38.7773,-84.9042,1703,1840015178
Rosebud,SD,South Dakota,43.2399,-100.823,1703,1840004258
Richlands,NC,North Carolina,34.9003,-77.5427,1703,1840017901
Chilhowie,VA,Virginia,36.8009,-81.6832,1702,1840006514
Archer City,TX,Texas,33.5937,-98.6257,1702,1840019334
Twin City,GA,Georgia,32.5829,-82.1575,1701,1840015788
Scenic,AZ,Arizona,36.7931,-114.0151,1701,1840075488
Fairfax,OH,Ohio,39.1432,-84.3972,1701,1840012701
Big Timber,MT,Montana,45.8347,-109.9487,1701,1840018506
La Grulla,TX,Texas,26.272,-98.6483,1701,1840021018
Oakes,ND,North Dakota,46.1398,-98.0871,1701,1840000256
Oberlin,KS,Kansas,39.823,-100.5308,1700,1840003766
Jonesboro,IL,Illinois,37.451,-89.2666,1700,1840008737
Cassopolis,MI,Michigan,41.9116,-86.0085,1699,1840010159
Gaston,SC,South Carolina,33.818,-81.0997,1699,1840016726
Caddo Mills,TX,Texas,33.0504,-96.2279,1698,1840019392
Labadieville,LA,Louisiana,29.8247,-90.9525,1698,1840014010
Glen Lyon,PA,Pennsylvania,41.1795,-76.0783,1698,1840004912
South Bend,WA,Washington,46.6678,-123.8006,1698,1840021161
McMechen,WV,West Virginia,39.9854,-80.7335,1697,1840005556
Teaticket,MA,Massachusetts,41.5624,-70.5858,1697,1840004767
North Bennington,VT,Vermont,42.924,-73.2411,1697,1840004301
Ripley,OH,Ohio,38.7325,-83.8346,1697,1840012720
Bruceville-Eddy,TX,Texas,31.3103,-97.2478,1697,1840003906
Haubstadt,IN,Indiana,38.2039,-87.5752,1697,1840010798
Punta Rassa,FL,Florida,26.5036,-81.9998,1697,1840014225
Pleasantville,IA,Iowa,41.3864,-93.2727,1696,1840009294
Cheswold,DE,Delaware,39.2189,-75.5883,1695,1840005814
El Paraiso,PR,Puerto Rico,18.0648,-66.6021,1695,1630035699
Wind Point,WI,Wisconsin,42.7814,-87.7721,1695,1840002489
Mayfield,PA,Pennsylvania,41.5394,-75.5315,1695,1840003384
Wilson,OK,Oklahoma,34.1685,-97.426,1695,1840021899
Romney,WV,West Virginia,39.3454,-78.7564,1695,1840005756
Rushford,MN,Minnesota,43.8131,-91.7535,1695,1840009014
Jauca,PR,Puerto Rico,17.9627,-66.3682,1694,1630023547
Kualapuu,HI,Hawaii,21.1563,-157.0591,1693,1840029511
Pumpkin Center,NC,North Carolina,34.786,-77.3642,1693,1840013559
Bristol,IN,Indiana,41.7183,-85.8227,1692,1840009238
Mapleton,MN,Minnesota,43.9267,-93.9544,1692,1840008976
Mulberry,AR,Arkansas,35.5102,-94.0734,1692,1840014538
Plantsville,CT,Connecticut,41.5832,-72.8915,1692,1840028595
Angola on the Lake,NY,New York,42.655,-79.0523,1692,1840004373
Wilder,VT,Vermont,43.673,-72.3109,1692,1840004163
White Castle,LA,Louisiana,30.161,-91.1496,1691,1840017193
Spencer,TN,Tennessee,35.7393,-85.456,1691,1840017790
Minorca,LA,Louisiana,31.5725,-91.4884,1691,1840025947
Dresden,OH,Ohio,40.122,-82.013,1691,1840012390
Fort Montgomery,NY,New York,41.3401,-73.9853,1691,1840004855
Heritage Lake,IL,Illinois,40.5454,-89.3309,1690,1840029901
London,CA,California,36.481,-119.444,1690,1840017692
Des Allemands,LA,Louisiana,29.8162,-90.4746,1690,1840013109
Lewisport,KY,Kentucky,37.931,-86.9029,1690,1840014333
Searles Valley,CA,California,35.7701,-117.3967,1689,1840028399
Temple,PA,Pennsylvania,40.4085,-75.9225,1689,1840005392
Smackover,AR,Arkansas,33.3636,-92.7314,1688,1840015732
Flora Vista,NM,New Mexico,36.8056,-108.0856,1688,1840017670
Three Way,TN,Tennessee,35.772,-88.8572,1688,1840036153
Bunker Hill,IL,Illinois,39.0416,-89.9512,1687,1840007365
Mammoth,AZ,Arizona,32.6853,-110.7292,1687,1840022980
Bylas,AZ,Arizona,33.1292,-110.1163,1687,1840022957
Rocky Point,NC,North Carolina,34.4441,-77.8909,1687,1840025848
King Arthur Park,MT,Montana,45.6664,-111.1268,1686,1840032824
Upper Fruitland,NM,New Mexico,36.7205,-108.3234,1686,1840033717
Brownlee Park,MI,Michigan,42.3257,-85.1356,1686,1840004655
Tonto Basin,AZ,Arizona,33.8361,-111.3003,1685,1840019264
Shaw,MS,Mississippi,33.6015,-90.772,1685,1840015628
Washington Park,FL,Florida,26.1304,-80.1801,1685,1840029015
Horton,KS,Kansas,39.6627,-95.5327,1685,1840000727
Nashville,MI,Michigan,42.6032,-85.0941,1684,1840011090
Hamilton,MO,Missouri,39.7426,-94.002,1684,1840007320
Antwerp,OH,Ohio,41.1798,-84.7377,1683,1840010302
Holley,NY,New York,43.2247,-78.0292,1683,1840004262
Shawneeland,VA,Virginia,39.1976,-78.3464,1683,1840037404
De Pue,IL,Illinois,41.328,-89.2959,1683,1840073809
Steep Falls,ME,Maine,43.7905,-70.6275,1683,1840024008
East Lexington,VA,Virginia,37.8009,-79.416,1683,1840026792
Hato Candal,PR,Puerto Rico,18.3733,-65.7906,1683,1630035681
Mundys Corner,PA,Pennsylvania,40.4432,-78.8325,1683,1840026420
Tuckerman,AR,Arkansas,35.724,-91.2025,1682,1840015378
Lake Como,NJ,New Jersey,40.1706,-74.0262,1682,1840033317
Westwood Shores,TX,Texas,30.9376,-95.3254,1682,1840042658
Panguitch,UT,Utah,37.8232,-112.4348,1682,1840020272
Rancho Tehama Reserve,CA,California,40.001,-122.4418,1682,1840018761
Summerdale,AL,Alabama,30.4783,-87.6904,1681,1840017126
Kersey,CO,Colorado,40.3895,-104.5771,1681,1840021371
Culver,OR,Oregon,44.5234,-121.211,1680,1840018603
MacArthur,WV,West Virginia,37.7553,-81.2078,1680,1840038266
South Point,TX,Texas,25.873,-97.383,1680,1840037080
Oswego,KS,Kansas,37.1673,-95.1122,1680,1840003857
Denton,NC,North Carolina,35.6375,-80.1106,1680,1840016223
Island Heights,NJ,New Jersey,39.9423,-74.1454,1679,1840003758
Commercial Point,OH,Ohio,39.7813,-83.0383,1679,1840012553
Roodhouse,IL,Illinois,39.484,-90.3741,1677,1840009604
Freeport,PA,Pennsylvania,40.6829,-79.6837,1677,1840003518
Lake Sherwood,CA,California,34.1339,-118.8804,1677,1840042247
Osseo,WI,Wisconsin,44.5795,-91.212,1676,1840002392
Haymarket,VA,Virginia,38.8122,-77.6363,1676,1840006103
Peridot,AZ,Arizona,33.3015,-110.4554,1676,1840019261
Lake Isabella,MI,Michigan,43.6417,-85.003,1676,1840010961
North Fork,AZ,Arizona,33.9965,-109.9593,1676,1840075412
Fairfax,SC,South Carolina,32.9593,-81.2363,1675,1840016904
Cheswick,PA,Pennsylvania,40.5428,-79.8013,1675,1840001217
Gunter,TX,Texas,33.4646,-96.7646,1675,1840020571
South Amherst,OH,Ohio,41.3515,-82.2394,1675,1840011594
Oroville,WA,Washington,48.9419,-119.4305,1675,1840019762
Albany,MO,Missouri,40.2479,-94.3335,1675,1840007240
Kingston,OK,Oklahoma,33.9979,-96.6952,1675,1840021925
Pleak,TX,Texas,29.4852,-95.8098,1675,1840023154
Harrisville,WV,West Virginia,39.2104,-81.0485,1674,1840005791
Elkview,WV,West Virginia,38.4327,-81.4771,1673,1840006187
Sabinal,TX,Texas,29.3214,-99.4696,1673,1840020968
Hagerstown,IN,Indiana,39.9115,-85.1554,1673,1840010546
Walnut Grove,MS,Mississippi,32.5932,-89.4578,1673,1840016953
Cascade Valley,WA,Washington,47.1412,-119.3291,1673,1840037865
Stanley,VA,Virginia,38.5769,-78.5027,1673,1840006143
John Day,OR,Oregon,44.4181,-118.9535,1672,1840018598
Princeville,IL,Illinois,40.9348,-89.7547,1672,1840011926
West Unity,OH,Ohio,41.5889,-84.4305,1672,1840011525
Daguao,PR,Puerto Rico,18.2217,-65.6798,1672,1630035659
Joseph City,AZ,Arizona,34.9614,-110.3274,1672,1840022578
Canby,MN,Minnesota,44.7157,-96.269,1671,1840006763
Blountsville,AL,Alabama,34.0814,-86.5867,1670,1840015600
Ronceverte,WV,West Virginia,37.7503,-80.4714,1670,1840006286
Holliday,TX,Texas,33.8142,-98.6899,1670,1840020601
Bluff City,TN,Tennessee,36.4589,-82.2769,1670,1840013300
Altamont,NY,New York,42.7055,-74.034,1669,1840004494
Princeville,HI,Hawaii,22.2177,-159.4809,1669,1840023223
Calhoun City,MS,Mississippi,33.8588,-89.3145,1668,1840015618
Wakefield,MI,Michigan,46.4767,-89.9336,1668,1840001940
Gadsden,SC,South Carolina,33.848,-80.7663,1668,1840026976
Kentland,IN,Indiana,40.774,-87.4465,1668,1840010306
Dayton,IN,Indiana,40.3752,-86.7739,1668,1840009426
Columbus AFB,MS,Mississippi,33.6276,-88.4454,1667,1840073848
Bement,IL,Illinois,39.9228,-88.5724,1667,1840012320
Decatur,TN,Tennessee,35.5291,-84.7933,1667,1840016301
Bent Creek,NC,North Carolina,35.5081,-82.6176,1666,1840013409
Perryopolis,PA,Pennsylvania,40.0868,-79.7528,1666,1840000667
Tremont,PA,Pennsylvania,40.6302,-76.3912,1666,1840002782
Parcelas de Navarro,PR,Puerto Rico,18.2301,-66.0042,1665,1630025221
Knollwood,IL,Illinois,42.2846,-87.8793,1665,1840026206
Uvalde Estates,TX,Texas,29.1695,-99.8329,1665,1840019660
Trempealeau,WI,Wisconsin,44.003,-91.4285,1664,1840002385
Coaling,AL,Alabama,33.1641,-87.3534,1663,1840016840
Cementon,PA,Pennsylvania,40.689,-75.5161,1663,1840034894
Playita,PR,Puerto Rico,18.0405,-65.9071,1663,1630023680
Cosmopolis,WA,Washington,46.954,-123.7726,1662,1840018448
Arcadia,IN,Indiana,40.1742,-86.021,1662,1840010497
Blue Grass,IA,Iowa,41.5096,-90.7649,1661,1840007080
Young Harris,GA,Georgia,34.9349,-83.8472,1661,1840015523
Southport,CT,Connecticut,41.135,-73.2874,1661,1840026287
Channel Lake,IL,Illinois,42.483,-88.1491,1661,1840029894
Blackwater,AZ,Arizona,33.0396,-111.5798,1660,1840018031
Star Valley Ranch,WY,Wyoming,42.9798,-110.9617,1659,1840022364
Munfordville,KY,Kentucky,37.2795,-85.8982,1659,1840014374
Cowan,TN,Tennessee,35.1629,-86.0142,1658,1840014600
Terrebonne,OR,Oregon,44.3533,-121.1807,1658,1840018619
Bay Springs,MS,Mississippi,31.9772,-89.2792,1658,1840013843
Sedgwick,KS,Kansas,37.9157,-97.4215,1658,1840009759
Douglass,KS,Kansas,37.5169,-97.0105,1658,1840007548
Salyersville,KY,Kentucky,37.7459,-83.0646,1657,1840015230
Murphy,NC,North Carolina,35.0932,-84.0279,1657,1840016437
South Rockwood,MI,Michigan,42.0597,-83.2654,1657,1840013159
Rehobeth,AL,Alabama,31.1242,-85.4382,1657,1840018195
Ridgely,MD,Maryland,38.9529,-75.8828,1657,1840005940
Kaibito,AZ,Arizona,36.592,-111.1071,1657,1840017664
Tillson,NY,New York,41.8316,-74.0696,1657,1840004725
Muhlenberg Park,PA,Pennsylvania,40.3867,-75.9398,1656,1840035444
Black Rock,NM,New Mexico,35.0833,-108.7979,1656,1840017764
Plains,TX,Texas,33.1896,-102.8272,1655,1840023003
Cade,LA,Louisiana,30.0926,-91.8996,1655,1840025122
Holland,OH,Ohio,41.6192,-83.7083,1655,1840011478
Vance,AL,Alabama,33.1745,-87.2313,1654,1840016842
Metlakatla,AK,Alaska,55.1182,-131.5689,1654,1840023513
Ritzville,WA,Washington,47.1253,-118.3809,1654,1840019861
Del Rey Oaks,CA,California,36.5929,-121.8381,1654,1840019024
Elk Creek,KY,Kentucky,38.117,-85.3722,1654,1840025690
Montpelier,IN,Indiana,40.5494,-85.2874,1654,1840008352
Juarez,TX,Texas,26.2009,-97.7296,1653,1840040893
Rock Creek,MN,Minnesota,45.7604,-92.9088,1652,1840008856
La Playa,PR,Puerto Rico,18.2864,-67.1866,1651,1630035496
Canton Valley,CT,Connecticut,41.8316,-72.8978,1651,1840004777
Hatch,NM,New Mexico,32.6682,-107.1642,1650,1840023025
Steelville,MO,Missouri,37.9696,-91.3545,1650,1840009845
Lazy Mountain,AK,Alaska,61.6516,-148.902,1650,1840023678
Church Hill,PA,Pennsylvania,40.6926,-77.5949,1649,1840034904
Stockdale,TX,Texas,29.2361,-97.9636,1649,1840022240
Daleville,IN,Indiana,40.1189,-85.5573,1648,1840009442
Vevay,IN,Indiana,38.7427,-85.0783,1648,1840010722
Minco,OK,Oklahoma,35.3174,-97.9518,1648,1840020447
Burnsville,NC,North Carolina,35.9164,-82.2974,1647,1840015353
Weston,OH,Ohio,41.3464,-83.7948,1647,1840011566
Edgeworth,PA,Pennsylvania,40.5546,-80.1922,1647,1840001228
Greilickville,MI,Michigan,44.8049,-85.663,1647,1840006573
Duck Hill,MS,Mississippi,33.6316,-89.7153,1646,1840016833
Harvey,ND,North Dakota,47.7766,-99.9301,1646,1840000119
